fips_txt,Stabr,area_name,median_HHI_2019,bach_deg_pct_14to18,Latitude,Longitude,population2019
17171,IL,"Scott County, IL",61231,15,39.63698,-90.477759,4951
17173,IL,"Shelby County, IL",61376,16.9,39.38493,-88.798862,21634
17175,IL,"Stark County, IL",54804,17.5,41.09691,-89.797411,5342
17177,IL,"Stephenson County, IL",51786,19.3,42.34973,-89.665994,44498
17179,IL,"Tazewell County, IL",66206,26.4,40.50807,-89.51626,131803
17181,IL,"Union County, IL",51575,22.8,37.4751,-89.252875,16653
17183,IL,"Vermilion County, IL",46295,15.1,40.18674,-87.726772,75758
17185,IL,"Wabash County, IL",54249,17.2,38.44582,-87.839167,11520
17187,IL,"Warren County, IL",53621,23,40.85044,-90.620223,16844
17189,IL,"Washington County, IL",64297,20.6,38.35314,-89.417187,13887
17191,IL,"Wayne County, IL",51829,14.6,38.43195,-88.432129,16215
17193,IL,"White County, IL",51388,15.2,38.08737,-88.178585,13537
17195,IL,"Whiteside County, IL",50880,18.5,41.75057,-89.910957,55175
17197,IL,"Will County, IL",90249,34,41.44847,-87.978456,690743
17199,IL,"Williamson County, IL",56958,22.6,37.73035,-88.930018,66597
17201,IL,"Winnebago County, IL",59510,22.6,42.3374,-89.161205,282572
17203,IL,"Woodford County, IL",77117,31.6,40.7896,-89.210301,38459
18001,IN,"Adams County, IN",53532,15.3,40.74573,-84.936131,35777
18003,IN,"Allen County, IN",56838,28.2,41.09186,-85.07223,379299
18005,IN,"Bartholomew County, IN",71181,32.3,39.20584,-85.897999,83779
18007,IN,"Benton County, IN",55016,16.9,40.60825,-87.315479,8748
18009,IN,"Blackford County, IN",46811,13.6,40.47267,-85.32373,11758
18011,IN,"Boone County, IN",84137,48.3,40.05089,-86.469014,67843
18013,IN,"Brown County, IN",59617,27.4,39.19259,-86.23941,15092
18015,IN,"Carroll County, IN",58965,17.2,40.58498,-86.565141,20257
18017,IN,"Cass County, IN",51777,13.9,40.7538,-86.355169,37689
18019,IN,"Clark County, IN",59441,20.9,38.47622,-85.711122,118302
18021,IN,"Clay County, IN",54349,16.8,39.39395,-87.115837,26225
18023,IN,"Clinton County, IN",55336,16.6,40.30594,-86.477567,32399
18025,IN,"Crawford County, IN",44332,11.4,38.28943,-86.440871,10577
18027,IN,"Daviess County, IN",56611,13.8,38.69616,-87.076988,33351
18029,IN,"Dearborn County, IN",71351,21.6,39.15149,-84.97346,49458
18031,IN,"Decatur County, IN",60891,19.6,39.30598,-85.499831,26559
18033,IN,"DeKalb County, IN",59714,17.7,41.40119,-85.000185,43475
18035,IN,"Delaware County, IN",45912,24.3,40.22717,-85.398856,114135
18037,IN,"Dubois County, IN",63869,22.2,38.37334,-86.873385,42736
18039,IN,"Elkhart County, IN",55782,19.2,41.60069,-85.863986,206341
18041,IN,"Fayette County, IN",48499,11.6,39.63966,-85.185032,23102
18043,IN,"Floyd County, IN",64614,29.5,38.31794,-85.911474,78522
18045,IN,"Fountain County, IN",55337,15,40.12128,-87.234806,16346
18047,IN,"Franklin County, IN",67315,19.8,39.40976,-85.066964,22758
18049,IN,"Fulton County, IN",55011,14.4,41.05038,-86.265006,19974
18051,IN,"Gibson County, IN",61872,17.4,38.31741,-87.580566,33659
18053,IN,"Grant County, IN",47509,17.1,40.51576,-85.654946,65769
18055,IN,"Greene County, IN",51918,14.8,39.0486,-87.005245,31922
18057,IN,"Hamilton County, IN",107710,57.8,40.04987,-86.020586,338011
18059,IN,"Hancock County, IN",77905,30.3,39.8226,-85.772904,78168
18061,IN,"Harrison County, IN",64270,17.4,38.18644,-86.103681,40515
18063,IN,"Hendricks County, IN",85827,36.3,39.76875,-86.510287,170311
18065,IN,"Henry County, IN",49293,16.6,39.92958,-85.397338,47972
18067,IN,"Howard County, IN",54048,21.2,40.48354,-86.114118,82544
18069,IN,"Huntington County, IN",54565,19,40.82639,-85.478598,36520
18071,IN,"Jackson County, IN",59472,15.5,38.91196,-86.042516,44231
18073,IN,"Jasper County, IN",65352,14.9,41.01769,-87.118814,33562
18075,IN,"Jay County, IN",49447,10.6,40.43497,-85.00338,20436
18077,IN,"Jefferson County, IN",53378,17.9,38.7836,-85.44009,32308
18079,IN,"Jennings County, IN",55022,11.1,38.99623,-85.628111,27735
18081,IN,"Johnson County, IN",74427,31.8,39.49599,-86.0946,158167
18083,IN,"Knox County, IN",48760,16.4,38.68866,-87.420182,36594
18085,IN,"Kosciusko County, IN",64677,22.7,41.24429,-85.861575,79456
18087,IN,"LaGrange County, IN",70746,10.4,41.64247,-85.426302,39614
18089,IN,"Lake County, IN",57280,22.1,41.47224,-87.374337,485493
18091,IN,"LaPorte County, IN",56427,17.9,41.54901,-86.744729,109888
18093,IN,"Lawrence County, IN",56261,15.5,38.83982,-86.48782,45370
18095,IN,"Madison County, IN",54145,18,40.1662,-85.722454,129569
18097,IN,"Marion County, IN",50707,30.4,39.78298,-86.135794,964582
18099,IN,"Marshall County, IN",53695,20.5,41.325,-86.269036,46258
18101,IN,"Martin County, IN",56735,13.4,38.70532,-86.801847,10255
18103,IN,"Miami County, IN",53658,12.7,40.77288,-86.044259,35516
18105,IN,"Monroe County, IN",53113,45.6,39.16075,-86.523325,148431
18107,IN,"Montgomery County, IN",54366,18.1,40.0403,-86.892715,38338
18109,IN,"Morgan County, IN",63414,16.9,39.48265,-86.447457,70489
18111,IN,"Newton County, IN",61457,11.2,40.9624,-87.402172,13984
18113,IN,"Noble County, IN",60980,14.3,41.40079,-85.41785,47744
18115,IN,"Ohio County, IN",58294,13.7,38.94053,-84.964299,5875
18117,IN,"Orange County, IN",47931,12.3,38.54738,-86.489257,19646
18119,IN,"Owen County, IN",53387,12.6,39.31734,-86.838845,20799
18121,IN,"Parke County, IN",51554,12.2,39.77425,-87.19695,16937
18123,IN,"Perry County, IN",53908,14.9,38.08144,-86.62654,19169
18125,IN,"Pike County, IN",52378,13.7,38.3979,-87.232532,12389
18127,IN,"Porter County, IN",74064,28.2,41.50992,-87.071308,170389
18129,IN,"Posey County, IN",68435,20.7,38.02761,-87.868653,25427
18131,IN,"Pulaski County, IN",52432,12.5,41.04527,-86.692538,12353
18133,IN,"Putnam County, IN",64098,16.1,39.66555,-86.853325,37576
18135,IN,"Randolph County, IN",50496,14.3,40.16441,-85.005004,24665
18137,IN,"Ripley County, IN",61219,18.1,39.10023,-85.260541,28324
18139,IN,"Rush County, IN",54371,13,39.62231,-85.466527,16581
18141,IN,"St. Joseph County, IN",53881,29.2,41.6177,-86.288159,271826
18143,IN,"Scott County, IN",50571,11.9,38.67943,-85.751898,23873
18145,IN,"Shelby County, IN",59798,19.4,39.52414,-85.792174,44729
18147,IN,"Spencer County, IN",59183,14.9,38.00979,-87.010645,20277
18149,IN,"Starke County, IN",54001,10.8,41.28322,-86.64757,22995
18151,IN,"Steuben County, IN",59444,20.6,41.64344,-85.002467,34594
18153,IN,"Sullivan County, IN",53375,10.8,39.08923,-87.415843,20669
18155,IN,"Switzerland County, IN",52482,9.9,38.82585,-85.029679,10751
18157,IN,"Tippecanoe County, IN",51228,37.7,40.38926,-86.893943,195732
18159,IN,"Tipton County, IN",69960,23,40.31023,-86.056207,15148
18161,IN,"Union County, IN",53866,16.9,39.62311,-84.925152,7054
18163,IN,"Vanderburgh County, IN",51603,26.3,38.02007,-87.586166,181451
18165,IN,"Vermillion County, IN",50723,13.4,39.85405,-87.462071,15498
18167,IN,"Vigo County, IN",48082,24.5,39.42914,-87.390375,107038
18169,IN,"Wabash County, IN",59874,18.4,40.84372,-85.795175,30996
18171,IN,"Warren County, IN",64109,18.9,40.35266,-87.375847,8265
18173,IN,"Warrick County, IN",79644,29.6,38.09776,-87.272023,62998
18175,IN,"Washington County, IN",51948,13.2,38.60061,-86.104751,28036
18177,IN,"Wayne County, IN",47885,18.2,39.86309,-85.006735,65884
18179,IN,"Wells County, IN",61636,18.1,40.73527,-85.212974,28296
18181,IN,"White County, IN",58295,16.8,40.75095,-86.864293,24102
18183,IN,"Whitley County, IN",67347,20.9,41.13643,-85.501892,33964
19001,IA,"Adair County, IA",57977,15.4,41.32853,-94.478164,7152
19003,IA,"Adams County, IA",53385,17.7,41.02166,-94.696906,3602
19005,IA,"Allamakee County, IA",56240,18.5,43.27496,-91.382751,13687
19007,IA,"Appanoose County, IA",41672,17.1,40.74468,-92.870345,12426
19009,IA,"Audubon County, IA",53197,14.6,41.67918,-94.904312,5496
19011,IA,"Benton County, IA",70023,22.6,42.09255,-92.05763,25645
19013,IA,"Black Hawk County, IA",60010,28.6,42.47289,-92.306059,131228
19015,IA,"Boone County, IA",63975,24.8,42.0386,-93.939138,26234
19017,IA,"Bremer County, IA",67229,30.3,42.78089,-92.327586,25062
19019,IA,"Buchanan County, IA",67906,20.6,42.47033,-91.838666,21175
19021,IA,"Buena Vista County, IA",57048,19.6,42.74152,-95.141433,19620
19023,IA,"Butler County, IA",57080,17.5,42.73471,-92.780066,14439
19025,IA,"Calhoun County, IA",57007,19.5,42.38617,-94.643683,9668
19027,IA,"Carroll County, IA",61379,22.2,42.03949,-94.867647,20165
19029,IA,"Cass County, IA",53692,19.6,41.33382,-94.933302,12836
19031,IA,"Cedar County, IA",71029,23,41.77236,-91.13219,18627
19033,IA,"Cerro Gordo County, IA",54589,22.7,43.07517,-93.251266,42450
19035,IA,"Cherokee County, IA",59901,21.4,42.74274,-95.633262,11235
19037,IA,"Chickasaw County, IA",60111,16.9,43.05974,-92.31721,11933
19039,IA,"Clarke County, IA",57708,16.9,41.02919,-93.784096,9395
19041,IA,"Clay County, IA",57174,22.6,43.07982,-95.149726,16016
19043,IA,"Clayton County, IA",53223,17.2,42.841,-91.323511,17549
19045,IA,"Clinton County, IA",56865,19.1,41.89807,-90.534243,46429
19047,IA,"Crawford County, IA",58077,12.8,42.04312,-95.38909,16820
19049,IA,"Dallas County, IA",97535,49.4,41.68532,-94.040707,93453
19051,IA,"Davis County, IA",57150,20.5,40.74809,-92.410345,9000
19053,IA,"Decatur County, IA",44873,23.5,40.73638,-93.78458,7870
19055,IA,"Delaware County, IA",70091,16.6,42.473,-91.359443,17011
19057,IA,"Des Moines County, IA",53547,20.5,40.91534,-91.186925,38967
19059,IA,"Dickinson County, IA",66211,31.3,43.38961,-95.196057,17258
19061,IA,"Dubuque County, IA",62481,30.5,42.46348,-90.878771,97311
19063,IA,"Emmet County, IA",55635,20.2,43.37798,-94.66937,9208
19065,IA,"Fayette County, IA",53142,19.8,42.86445,-91.839373,19650
19067,IA,"Floyd County, IA",55369,19.9,43.05274,-92.787367,15642
19069,IA,"Franklin County, IA",55847,17.7,42.73655,-93.271425,10070
19071,IA,"Fremont County, IA",60498,19.3,40.74373,-95.599516,6960
19073,IA,"Greene County, IA",55562,20.1,42.04249,-94.388703,8888
19075,IA,"Grundy County, IA",73683,28,42.40332,-92.790261,12232
19077,IA,"Guthrie County, IA",64965,19.8,41.68357,-94.501272,10689
19079,IA,"Hamilton County, IA",63234,24.3,42.39077,-93.709198,14773
19081,IA,"Hancock County, IA",62030,23.1,43.07541,-93.743697,10630
19083,IA,"Hardin County, IA",57103,19.8,42.38996,-93.241081,16846
19085,IA,"Harrison County, IA",63901,18.8,41.68858,-95.827149,14049
19087,IA,"Henry County, IA",57747,20.1,40.98586,-91.54427,19954
19089,IA,"Howard County, IA",58028,14.9,43.36531,-92.321908,9158
19091,IA,"Humboldt County, IA",56695,20.8,42.78222,-94.202775,9558
19093,IA,"Ida County, IA",58249,19,42.39186,-95.507421,6860
19095,IA,"Iowa County, IA",66861,19.1,41.68392,-92.059123,16184
19097,IA,"Jackson County, IA",57687,18.8,42.16428,-90.574597,19439
19099,IA,"Jasper County, IA",67317,17.9,41.68569,-93.052971,37185
19101,IA,"Jefferson County, IA",51741,31.6,41.00688,-91.967137,18295
19103,IA,"Johnson County, IA",67295,53,41.66874,-91.588812,151140
19105,IA,"Jones County, IA",63399,18.4,42.12512,-91.116914,20681
19107,IA,"Keokuk County, IA",54937,18.2,41.33118,-92.167721,10246
19109,IA,"Kossuth County, IA",59568,18.3,43.21248,-94.213983,14813
19111,IA,"Lee County, IA",51089,15.7,40.64759,-91.477157,33657
19113,IA,"Linn County, IA",64783,33,42.07795,-91.597674,226706
19115,IA,"Louisa County, IA",60544,14.2,41.21821,-91.256994,11035
19117,IA,"Lucas County, IA",53085,17,41.03334,-93.331467,8600
19119,IA,"Lyon County, IA",66139,21.4,43.38358,-96.207201,11755
19121,IA,"Madison County, IA",72578,23.9,41.33062,-94.015184,16338
19123,IA,"Mahaska County, IA",59242,22.3,41.3308,-92.636366,22095
19125,IA,"Marion County, IA",66381,26.4,41.33146,-93.093849,33253
19127,IA,"Marshall County, IA",55631,19,42.04169,-92.981452,39369
19129,IA,"Mills County, IA",72679,23.7,41.0337,-95.619101,15109
19131,IA,"Mitchell County, IA",61247,17.7,43.34856,-92.784466,10586
19133,IA,"Monona County, IA",53104,16.7,42.04943,-95.956566,8615
19135,IA,"Monroe County, IA",56397,16.6,41.02885,-92.869642,7707
19137,IA,"Montgomery County, IA",52715,17.5,41.02174,-95.15779,9917
19139,IA,"Muscatine County, IA",61767,22,41.48378,-91.118699,42664
19141,IA,"O'Brien County, IA",60298,19.9,43.08375,-95.625624,13753
19143,IA,"Osceola County, IA",60702,18.1,43.37854,-95.633788,5958
19145,IA,"Page County, IA",52179,21.3,40.73909,-95.14429,15107
19147,IA,"Palo Alto County, IA",55074,25,43.07585,-94.667297,8886
19149,IA,"Plymouth County, IA",69165,21,42.73759,-96.215864,25177
19151,IA,"Pocahontas County, IA",56146,14.7,42.73403,-94.678279,6619
19153,IA,"Polk County, IA",67331,36.1,41.68428,-93.56972,490161
19155,IA,"Pottawattamie County, IA",60322,21.2,41.34018,-95.544905,93206
19157,IA,"Poweshiek County, IA",57741,25.1,41.68453,-92.522882,18504
19159,IA,"Ringgold County, IA",50890,20.6,40.73533,-94.244251,4894
19161,IA,"Sac County, IA",59392,20.6,42.38753,-95.105224,9721
19163,IA,"Scott County, IA",65724,31.9,41.64168,-90.62229,172943
19165,IA,"Shelby County, IA",60498,20.8,41.67901,-95.308917,11454
19167,IA,"Sioux County, IA",71566,28.1,43.08285,-96.177929,34855
19169,IA,"Story County, IA",64151,51.1,42.03754,-93.466093,97117
19171,IA,"Tama County, IA",56281,16.1,42.07485,-92.529412,16854
19173,IA,"Taylor County, IA",51510,14.9,40.73795,-94.697108,6121
19175,IA,"Union County, IA",52914,17.2,41.02855,-94.245091,12241
19177,IA,"Van Buren County, IA",50425,14.1,40.75412,-91.952943,7044
19179,IA,"Wapello County, IA",50533,18,41.03126,-92.409482,34969
19181,IA,"Warren County, IA",79557,31.7,41.33677,-93.564366,51466
19183,IA,"Washington County, IA",63230,21.5,41.3294,-91.725052,21965
19185,IA,"Wayne County, IA",49962,13,40.73998,-93.332613,6441
19187,IA,"Webster County, IA",53344,19.6,42.4344,-94.179157,35904
19189,IA,"Winnebago County, IA",50258,22.4,43.37812,-93.743488,10354
19191,IA,"Winneshiek County, IA",65482,29.7,43.29299,-91.850788,19991
19193,IA,"Woodbury County, IA",58419,23,42.39322,-96.053296,103107
19195,IA,"Worth County, IA",60139,15.5,43.37349,-93.248533,7381
19197,IA,"Wright County, IA",54251,17.7,42.73301,-93.734735,12562
20001,KS,"Allen County, KS",46690,20.4,37.88423,-95.300945,12369
20003,KS,"Anderson County, KS",51352,17.5,38.21511,-95.292046,7858
20005,KS,"Atchison County, KS",51860,21.9,39.53254,-95.313398,16073
20007,KS,"Barber County, KS",50660,18.3,37.22291,-98.685052,4427
20009,KS,"Barton County, KS",50754,18.4,38.48124,-98.767837,25779
20011,KS,"Bourbon County, KS",47452,20.6,37.8561,-94.850928,14534
20013,KS,"Brown County, KS",47558,21.8,39.82593,-95.569905,9564
20015,KS,"Butler County, KS",66199,29,37.77368,-96.838762,66911
20017,KS,"Chase County, KS",51022,21.6,38.29855,-96.594064,2648
20019,KS,"Chautauqua County, KS",43664,16.8,37.15426,-96.245396,3250
20021,KS,"Cherokee County, KS",47682,19.1,37.16939,-94.845698,19939
20023,KS,"Cheyenne County, KS",47323,26.3,39.78926,-101.727302,2657
20025,KS,"Clark County, KS",59085,31.5,37.23383,-99.813869,1994
20027,KS,"Clay County, KS",52781,27.2,39.34496,-97.168853,8002
20029,KS,"Cloud County, KS",46299,22.5,39.48733,-97.64139,8786
20031,KS,"Coffey County, KS",62715,22.9,38.23645,-95.729137,8179
20033,KS,"Comanche County, KS",47854,18.6,37.18907,-99.254089,1700
20035,KS,"Cowley County, KS",51537,20.1,37.23451,-96.837247,34908
20037,KS,"Crawford County, KS",42723,29.5,37.50563,-94.853941,38818
20039,KS,"Decatur County, KS",46878,23.5,39.78354,-100.459708,2827
20041,KS,"Dickinson County, KS",58066,22.1,38.86774,-97.157943,18466
20043,KS,"Doniphan County, KS",52596,19.3,39.7885,-95.147225,7600
20045,KS,"Douglas County, KS",62559,50.4,38.89657,-95.290529,122259
20047,KS,"Edwards County, KS",49047,17.9,37.8836,-99.304746,2798
20049,KS,"Elk County, KS",41930,15,37.45603,-96.244642,2530
20051,KS,"Ellis County, KS",51237,34.8,38.9146,-99.317329,28553
20053,KS,"Ellsworth County, KS",56988,20.4,38.70085,-98.205355,6102
20055,KS,"Finney County, KS",57412,17.1,38.04986,-100.739929,36467
20057,KS,"Ford County, KS",54604,17.6,37.68837,-99.884734,33619
20059,KS,"Franklin County, KS",55984,19.5,38.55802,-95.278962,25544
20061,KS,"Geary County, KS",58978,21.9,39.00216,-96.768038,31670
20063,KS,"Gove County, KS",52986,22.7,38.91724,-100.48736,2636
20065,KS,"Graham County, KS",48912,26.2,39.34945,-99.880952,2482
20067,KS,"Grant County, KS",65178,15.4,37.54754,-101.299362,7150
20069,KS,"Gray County, KS",69077,21,37.74451,-100.451716,5988
20071,KS,"Greeley County, KS",58492,29,38.48041,-101.805984,1232
20073,KS,"Greenwood County, KS",44876,19.6,37.87866,-96.242232,5982
20075,KS,"Hamilton County, KS",55857,18.2,37.99524,-101.793689,2539
20077,KS,"Harper County, KS",47540,17.1,37.18818,-98.06659,5436
20079,KS,"Harvey County, KS",62961,31,38.05014,-97.436707,34429
20081,KS,"Haskell County, KS",62477,16.3,37.55855,-100.876869,3968
20083,KS,"Hodgeman County, KS",58360,28.4,38.08749,-99.898407,1794
20085,KS,"Jackson County, KS",60615,21.3,39.41099,-95.794509,13171
20087,KS,"Jefferson County, KS",68549,21.9,39.23964,-95.375314,19043
20089,KS,"Jewell County, KS",46017,16.9,39.77701,-98.222584,2879
20091,KS,"Johnson County, KS",91913,55.3,38.88391,-94.82233,602401
20093,KS,"Kearny County, KS",67301,15.9,37.99446,-101.308136,3838
20095,KS,"Kingman County, KS",56907,24.2,37.55295,-98.144529,7152
20097,KS,"Kiowa County, KS",49588,27.9,37.56123,-99.286539,2475
20099,KS,"Labette County, KS",44170,17.8,37.19147,-95.297473,19618
20101,KS,"Lane County, KS",60315,21.6,38.48129,-100.466185,1535
20103,KS,"Leavenworth County, KS",75840,31.7,39.18951,-95.038977,81758
20105,KS,"Lincoln County, KS",47557,22.6,39.04728,-98.214265,2962
20107,KS,"Linn County, KS",62876,16,38.21655,-94.844932,9703
20109,KS,"Logan County, KS",53538,17.6,38.91327,-101.157407,2794
20111,KS,"Lyon County, KS",49840,27.3,38.4555,-96.161589,33195
20113,KS,"McPherson County, KS",65834,29,38.39581,-97.647489,28542
20115,KS,"Marion County, KS",51771,25.1,38.35965,-97.102771,11884
20117,KS,"Marshall County, KS",55858,18.6,39.78271,-96.521243,9707
20119,KS,"Meade County, KS",64640,20.1,37.24389,-100.360094,4033
20121,KS,"Miami County, KS",74428,27.7,38.56677,-94.832963,34237
20123,KS,"Mitchell County, KS",51979,25.3,39.39303,-98.207362,5979
20125,KS,"Montgomery County, KS",44240,18.2,37.18954,-95.742403,31829
20127,KS,"Morris County, KS",54775,20.1,38.6877,-96.644905,5620
20129,KS,"Morton County, KS",56175,17.1,37.18525,-101.809516,2587
20131,KS,"Nemaha County, KS",63373,24.5,39.79104,-96.005381,10231
20133,KS,"Neosho County, KS",49533,20.6,37.56428,-95.315683,16007
20135,KS,"Ness County, KS",54727,18.9,38.48044,-99.908745,2750
20137,KS,"Norton County, KS",49739,15.9,39.78387,-99.899235,5361
20139,KS,"Osage County, KS",55655,18.6,38.64971,-95.727275,15949
20141,KS,"Osborne County, KS",46351,23,39.34865,-98.767876,3421
20143,KS,"Ottawa County, KS",58729,23.5,39.13796,-97.654803,5704
20145,KS,"Pawnee County, KS",65141,18.8,38.18287,-99.232154,6414
20147,KS,"Phillips County, KS",51546,22.3,39.78451,-99.34215,5234
20149,KS,"Pottawatomie County, KS",73685,34.5,39.38219,-96.337113,24383
20151,KS,"Pratt County, KS",53980,28.1,37.64759,-98.74012,9164
20153,KS,"Rawlins County, KS",50768,25.1,39.7862,-101.076738,2530
20155,KS,"Reno County, KS",53371,20.5,37.94819,-98.078346,61998
20157,KS,"Republic County, KS",47082,24.5,39.82891,-97.650921,4636
20159,KS,"Rice County, KS",56350,23.2,38.34718,-98.201415,9537
20161,KS,"Riley County, KS",51996,46,39.29121,-96.727489,74232
20163,KS,"Rooks County, KS",49485,24,39.34601,-99.324492,4920
20165,KS,"Rush County, KS",53189,23.1,38.52359,-99.309183,3036
20167,KS,"Russell County, KS",46112,25.9,38.91684,-98.765638,6856
20169,KS,"Saline County, KS",56741,26.2,38.78633,-97.650153,54224
20171,KS,"Scott County, KS",62914,24.9,38.48188,-100.90636,4823
20173,KS,"Sedgwick County, KS",60014,30.9,37.68381,-97.459451,516042
20175,KS,"Seward County, KS",55727,11.1,37.18059,-100.854741,21428
20177,KS,"Shawnee County, KS",59451,30.8,39.04181,-95.755664,176875
20179,KS,"Sheridan County, KS",54627,21.4,39.35054,-100.441206,2521
20181,KS,"Sherman County, KS",54000,19.1,39.35135,-101.719859,5917
20183,KS,"Smith County, KS",45915,19.1,39.78466,-98.78543,3583
20185,KS,"Stafford County, KS",51007,23.9,38.03563,-98.719889,4156
20187,KS,"Stanton County, KS",63401,19.3,37.56593,-101.789383,2006
20189,KS,"Stevens County, KS",61264,12.2,37.20236,-101.315796,5485
20191,KS,"Sumner County, KS",53618,22.2,37.23666,-97.493349,22836
20193,KS,"Thomas County, KS",58652,25.5,39.35771,-101.083439,7777
20195,KS,"Trego County, KS",52597,22.8,38.9213,-99.865423,2803
20197,KS,"Wabaunsee County, KS",66168,23.3,38.95515,-96.201262,6931
20199,KS,"Wallace County, KS",54714,30.9,38.92663,-101.771103,1518
20201,KS,"Washington County, KS",46263,20.3,39.77671,-97.095611,5406
20203,KS,"Wichita County, KS",54009,21.1,38.48192,-101.347434,2119
20205,KS,"Wilson County, KS",46243,14.4,37.55852,-95.745175,8525
20207,KS,"Woodson County, KS",43751,13.5,37.88848,-95.757553,3138
20209,KS,"Wyandotte County, KS",47292,17.4,39.11538,-94.763087,165429
21001,KY,"Adair County, KY",37650,16.3,37.10554,-85.281401,19202
21003,KY,"Allen County, KY",47307,14.6,36.75077,-86.192458,21315
21005,KY,"Anderson County, KY",61308,20.3,38.0054,-84.986417,22747
21007,KY,"Ballard County, KY",48053,13.3,37.05112,-89.009178,7888
21009,KY,"Barren County, KY",44859,16,36.96361,-85.92499,44249
21011,KY,"Bath County, KY",42248,12.4,38.15225,-83.737641,12500
21013,KY,"Bell County, KY",30940,8.9,36.72268,-83.681046,26032
21015,KY,"Boone County, KY",78806,31.6,38.9746,-84.731444,133581
21017,KY,"Bourbon County, KY",47046,18.9,38.20256,-84.20986,19788
21019,KY,"Boyd County, KY",50017,20.2,38.36,-82.681406,46718
21021,KY,"Boyle County, KY",53644,23.4,37.6182,-84.873016,30060
21023,KY,"Bracken County, KY",53289,13.7,38.67852,-84.100355,8303
21025,KY,"Breathitt County, KY",33407,14.3,37.52118,-83.322401,12630
21027,KY,"Breckinridge County, KY",46069,11.1,37.77811,-86.432829,20477
21029,KY,"Bullitt County, KY",66335,14.2,37.96957,-85.703036,81676
21031,KY,"Butler County, KY",46305,12.6,37.20701,-86.682471,12879
21033,KY,"Caldwell County, KY",44144,15.3,37.14864,-87.87051,12747
21035,KY,"Calloway County, KY",45574,29,36.62098,-88.274086,39001
21037,KY,"Campbell County, KY",66520,33.5,38.94698,-84.379583,93584
21039,KY,"Carlisle County, KY",49659,14.8,36.85773,-88.975757,4760
21041,KY,"Carroll County, KY",51672,8.8,38.66828,-85.124083,10631
21043,KY,"Carter County, KY",43492,13.7,38.30956,-83.048821,26797
21045,KY,"Casey County, KY",34751,13.3,37.32196,-84.92822,16159
21047,KY,"Christian County, KY",46390,17.3,36.89339,-87.493554,70461
21049,KY,"Clark County, KY",55428,20.1,37.97013,-84.144974,36263
21051,KY,"Clay County, KY",30175,9.5,37.16447,-83.710763,19901
21053,KY,"Clinton County, KY",34005,10.1,36.72912,-85.153499,10218
21055,KY,"Crittenden County, KY",44595,13.1,37.35815,-88.10501,8806
21057,KY,"Cumberland County, KY",34897,13.1,36.78423,-85.393499,6614
21059,KY,"Daviess County, KY",52620,22.9,37.73167,-87.087139,101511
21061,KY,"Edmonson County, KY",47482,10.8,37.22786,-86.217778,12150
21063,KY,"Elliott County, KY",34262,8.3,38.11643,-83.097541,7517
21065,KY,"Estill County, KY",35004,9.9,37.69246,-83.963927,14106
21067,KY,"Fayette County, KY",58981,42.9,38.04016,-84.458443,323152
21069,KY,"Fleming County, KY",43943,12.7,38.36843,-83.706152,14581
21071,KY,"Floyd County, KY",35828,11.2,37.55828,-82.740337,35589
21073,KY,"Franklin County, KY",58917,29.8,38.23492,-84.868786,50991
21075,KY,"Fulton County, KY",34376,13.3,36.55262,-89.187723,5969
21077,KY,"Gallatin County, KY",55273,11.6,38.76018,-84.862114,8869
21079,KY,"Garrard County, KY",51757,16.8,37.63016,-84.545856,17666
21081,KY,"Grant County, KY",55210,13.6,38.64921,-84.625946,25069
21083,KY,"Graves County, KY",48038,16.3,36.72334,-88.649897,37266
21085,KY,"Grayson County, KY",43771,10.4,37.45858,-86.344011,26427
21087,KY,"Green County, KY",38896,12,37.26964,-85.561403,10941
21089,KY,"Greenup County, KY",52179,17.2,38.5636,-82.933833,35098
21091,KY,"Hancock County, KY",60626,11,37.84339,-86.792773,8722
21093,KY,"Hardin County, KY",57711,23,37.69584,-85.963183,110958
21095,KY,"Harlan County, KY",30050,10.8,36.85922,-83.221497,26010
21097,KY,"Harrison County, KY",51475,14.8,38.44349,-84.332796,18886
21099,KY,"Hart County, KY",42718,11.8,37.31386,-85.881995,19035
21101,KY,"Henderson County, KY",53199,17.9,37.79254,-87.572577,45210
21103,KY,"Henry County, KY",51806,12.2,38.45156,-85.120079,16126
21105,KY,"Hickman County, KY",52331,17.6,36.67592,-88.97202,4380
21107,KY,"Hopkins County, KY",48769,16,37.31107,-87.542196,44686
21109,KY,"Jackson County, KY",34940,12.2,37.40332,-84.020686,13329
21111,KY,"Jefferson County, KY",59025,32.7,38.18953,-85.657624,766757
21113,KY,"Jessamine County, KY",62533,29.5,37.87329,-84.58396,54115
21115,KY,"Johnson County, KY",31202,14.9,37.84926,-82.830639,22188
21117,KY,"Kenton County, KY",68692,30.4,38.93048,-84.533492,166998
21119,KY,"Knott County, KY",32613,12.9,37.3547,-82.949138,14806
21121,KY,"Knox County, KY",31634,13.1,36.88748,-83.85563,31145
21123,KY,"Larue County, KY",49785,10.1,37.54552,-85.697209,14398
21125,KY,"Laurel County, KY",44033,13.4,37.11327,-84.119395,60813
21127,KY,"Lawrence County, KY",38055,10,38.07446,-82.738305,15317
21129,KY,"Lee County, KY",30905,10.3,37.60538,-83.718497,7403
21131,KY,"Leslie County, KY",32202,9.7,37.08785,-83.388616,9877
