Index,County,State,CountyID,LargestList,BestList,median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,brewery_count,unemployment_rate,perc_age_25_39,,Largest,Best
2026,Brevard,FL,12009,FALSE,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691,,,
2037,Brevard,FL,12009,FALSE,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691,,,
2055,Brevard,FL,12009,FALSE,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691,,,
2081,Brevard,FL,12009,FALSE,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691,,,
2130,Brevard,FL,12009,FALSE,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691,,,
6310,Brevard,FL,12009,FALSE,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691,,,
145,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
149,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
1334,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
1928,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
1931,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
1944,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
1964,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
1984,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
2007,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
2040,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
2043,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
2058,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
2104,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
2123,Broward,FL,12011,FALSE,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028,,,
2014,Charlotte,FL,12015,FALSE,FALSE,54756,54756,277.694887,0.1532,0.513,0.077,1,3.7,0.1148,,,
1994,Citrus,FL,12017,FALSE,FALSE,49762,49762,257.2769969,0.0563,0.515,0.061,2,4.8,0.1259,,,
2085,Citrus,FL,12017,FALSE,FALSE,49762,49762,257.2769969,0.0563,0.515,0.061,2,4.8,0.1259,,,
1941,Collier,FL,12021,FALSE,FALSE,76415,76415,192.6124092,0.1647,0.507,0.286,4,3.1,0.1435,,,
1954,Collier,FL,12021,FALSE,FALSE,76415,76415,192.6124092,0.1647,0.507,0.286,4,3.1,0.1435,,,
2074,Collier,FL,12021,FALSE,FALSE,76415,76415,192.6124092,0.1647,0.507,0.286,4,3.1,0.1435,,,
2109,Collier,FL,12021,FALSE,FALSE,76415,76415,192.6124092,0.1647,0.507,0.286,4,3.1,0.1435,,,
2036,Columbia,FL,12023,FALSE,FALSE,47087,47087,89.88006129,0.058,0.482,0.067,1,3.2,0.1921,,,
152,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
1933,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
1950,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
1953,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
1962,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
1968,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2013,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2022,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2032,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2041,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2042,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2047,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2056,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2057,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2100,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2119,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2144,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2150,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
2155,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
6324,Duval,FL,12031,FALSE,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355,,,
1917,Escambia,FL,12033,FALSE,FALSE,52822,52822,484.8970464,0.065,0.506,0.059,5,3.2,0.2084,,,
2034,Escambia,FL,12033,FALSE,FALSE,52822,52822,484.8970464,0.065,0.506,0.059,5,3.2,0.2084,,,
2069,Escambia,FL,12033,FALSE,FALSE,52822,52822,484.8970464,0.065,0.506,0.059,5,3.2,0.2084,,,
2095,Escambia,FL,12033,FALSE,FALSE,52822,52822,484.8970464,0.065,0.506,0.059,5,3.2,0.2084,,,
2120,Escambia,FL,12033,FALSE,FALSE,52822,52822,484.8970464,0.065,0.506,0.059,5,3.2,0.2084,,,
134,Flagler,FL,12035,FALSE,FALSE,62831,62831,237.0550878,0.1684,0.519,0.109,1,3.8,0.137,,,
2093,Franklin,FL,12037,FALSE,FALSE,47504,47504,22.67520688,0.0475,0.431,0.057,1,3.5,0.2111,,,
2054,Hernando,FL,12053,FALSE,FALSE,50705,50705,410.3788259,0.109,0.518,0.148,2,4.2,0.1576,,,
2066,Hernando,FL,12053,FALSE,FALSE,50705,50705,410.3788259,0.109,0.518,0.148,2,4.2,0.1576,,,
2128,Highlands,FL,12055,FALSE,FALSE,45723,45723,104.484982,0.07,0.512,0.211,1,4.5,0.1416,,,
1992,Hillsborough,FL,12057,FALSE,TRUE,61133,61133,1442.803177,0.1649,0.511,0.297,17,3.1,0.2254,,x,x
1936,Indian River,FL,12061,FALSE,FALSE,61173,61173,318.0192972,0.1369,0.52,0.127,3,3.8,0.1374,,,
2094,Indian River,FL,12061,FALSE,FALSE,61173,61173,318.0192972,0.1369,0.52,0.127,3,3.8,0.1374,,,
2146,Indian River,FL,12061,FALSE,FALSE,61173,61173,318.0192972,0.1369,0.52,0.127,3,3.8,0.1374,,,
144,Lake,FL,12069,FALSE,FALSE,57660,57660,391.2248863,0.1909,0.516,0.167,4,3.2,0.1661,,,
585,Lake,FL,12069,FALSE,FALSE,57660,57660,391.2248863,0.1909,0.516,0.167,4,3.2,0.1661,,,
2073,Lake,FL,12069,FALSE,FALSE,57660,57660,391.2248863,0.1909,0.516,0.167,4,3.2,0.1661,,,
2151,Lake,FL,12069,FALSE,FALSE,57660,57660,391.2248863,0.1909,0.516,0.167,4,3.2,0.1661,,,
1965,Lee,FL,12071,FALSE,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621,,,
1979,Lee,FL,12071,FALSE,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621,,,
2028,Lee,FL,12071,FALSE,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621,,,
2070,Lee,FL,12071,FALSE,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621,,,
2072,Lee,FL,12071,FALSE,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621,,,
2077,Lee,FL,12071,FALSE,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621,,,
2082,Lee,FL,12071,FALSE,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621,,,
6318,Lee,FL,12071,FALSE,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621,,,
150,Leon,FL,12073,FALSE,FALSE,55081,55081,440.2506103,0.0616,0.527,0.067,5,3.1,0.2042,,,
1987,Leon,FL,12073,FALSE,FALSE,55081,55081,440.2506103,0.0616,0.527,0.067,5,3.1,0.2042,,,
2016,Leon,FL,12073,FALSE,FALSE,55081,55081,440.2506103,0.0616,0.527,0.067,5,3.1,0.2042,,,
2090,Leon,FL,12073,FALSE,FALSE,55081,55081,440.2506103,0.0616,0.527,0.067,5,3.1,0.2042,,,
2102,Leon,FL,12073,FALSE,FALSE,55081,55081,440.2506103,0.0616,0.527,0.067,5,3.1,0.2042,,,
148,Manatee,FL,12081,FALSE,FALSE,64151,64151,542.7866114,0.1994,0.517,0.169,6,3.1,0.1573,,,
1930,Manatee,FL,12081,FALSE,FALSE,64151,64151,542.7866114,0.1994,0.517,0.169,6,3.1,0.1573,,,
2005,Manatee,FL,12081,FALSE,FALSE,64151,64151,542.7866114,0.1994,0.517,0.169,6,3.1,0.1573,,,
2030,Manatee,FL,12081,FALSE,FALSE,64151,64151,542.7866114,0.1994,0.517,0.169,6,3.1,0.1573,,,
2045,Manatee,FL,12081,FALSE,FALSE,64151,64151,542.7866114,0.1994,0.517,0.169,6,3.1,0.1573,,,
2086,Manatee,FL,12081,FALSE,FALSE,64151,64151,542.7866114,0.1994,0.517,0.169,6,3.1,0.1573,,,
2052,Marion,FL,12083,FALSE,FALSE,49079,49079,230.7152964,0.0938,0.521,0.141,1,3.8,0.1613,,,
2061,Miami-Dade,FL,12086,FALSE,TRUE,54991,54991,1431.689462,0.0812,0.514,0.694,18,2.4,0.209,,,x
1969,Monroe,FL,12087,FALSE,FALSE,67528,67528,75.49004253,0.0153,0.482,0.253,5,2.1,0.1839,,,
2015,Monroe,FL,12087,FALSE,FALSE,67528,67528,75.49004253,0.0153,0.482,0.253,5,2.1,0.1839,,,
2059,Monroe,FL,12087,FALSE,FALSE,67528,67528,75.49004253,0.0153,0.482,0.253,5,2.1,0.1839,,,
2147,Monroe,FL,12087,FALSE,FALSE,67528,67528,75.49004253,0.0153,0.482,0.253,5,2.1,0.1839,,,
6321,Monroe,FL,12087,FALSE,FALSE,67528,67528,75.49004253,0.0153,0.482,0.253,5,2.1,0.1839,,,
1990,Nassau,FL,12089,FALSE,FALSE,72818,72818,136.6322407,0.1728,0.509,0.047,4,2.9,0.1724,,,
2071,Nassau,FL,12089,FALSE,FALSE,72818,72818,136.6322407,0.1728,0.509,0.047,4,2.9,0.1724,,,
2125,Nassau,FL,12089,FALSE,FALSE,72818,72818,136.6322407,0.1728,0.509,0.047,4,2.9,0.1724,,,
6317,Nassau,FL,12089,FALSE,FALSE,72818,72818,136.6322407,0.1728,0.509,0.047,4,2.9,0.1724,,,
1959,Okaloosa,FL,12091,FALSE,FALSE,63520,63520,226.539833,0.142,0.493,0.097,4,2.7,0.2277,,,
1989,Okaloosa,FL,12091,FALSE,FALSE,63520,63520,226.539833,0.142,0.493,0.097,4,2.7,0.2277,,,
2083,Okaloosa,FL,12091,FALSE,FALSE,63520,63520,226.539833,0.142,0.493,0.097,4,2.7,0.2277,,,
2099,Okaloosa,FL,12091,FALSE,FALSE,63520,63520,226.539833,0.142,0.493,0.097,4,2.7,0.2277,,,
151,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
154,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
1949,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
1975,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
1985,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
1986,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
1988,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
1998,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2035,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2060,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2078,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2079,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2089,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2091,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2110,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2124,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2126,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
2149,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
6304,Orange,FL,12095,FALSE,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428,,,
1980,Osceola,FL,12097,FALSE,FALSE,52270,52270,283.0616225,0.2849,0.506,0.558,1,3.3,0.2177,,,
2029,Palm Beach,FL,12099,FALSE,TRUE,66621,66621,759.8731421,0.118,0.515,0.234,15,3.3,0.177,,,x
1966,Pasco,FL,12101,FALSE,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741,,,
1974,Pasco,FL,12101,FALSE,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741,,,
1997,Pasco,FL,12101,FALSE,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741,,,
2023,Pasco,FL,12101,FALSE,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741,,,
2051,Pasco,FL,12101,FALSE,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741,,,
2154,Pasco,FL,12101,FALSE,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741,,,
2002,Pinellas,FL,12103,FALSE,TRUE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787,,,x
2033,Polk,FL,12105,FALSE,FALSE,51817,51817,403.1383268,0.1693,0.51,0.246,4,3.7,0.1942,,,
2107,Polk,FL,12105,FALSE,FALSE,51817,51817,403.1383268,0.1693,0.51,0.246,4,3.7,0.1942,,,
2122,Polk,FL,12105,FALSE,FALSE,51817,51817,403.1383268,0.1693,0.51,0.246,4,3.7,0.1942,,,
1579,St. Johns,FL,12109,FALSE,FALSE,90839,90839,440.6389691,0.282,0.513,0.075,5,2.6,0.16,,,
1961,St. Johns,FL,12109,FALSE,FALSE,90839,90839,440.6389691,0.282,0.513,0.075,5,2.6,0.16,,,
1967,St. Johns,FL,12109,FALSE,FALSE,90839,90839,440.6389691,0.282,0.513,0.075,5,2.6,0.16,,,
2020,St. Johns,FL,12109,FALSE,FALSE,90839,90839,440.6389691,0.282,0.513,0.075,5,2.6,0.16,,,
2076,St. Johns,FL,12109,FALSE,FALSE,90839,90839,440.6389691,0.282,0.513,0.075,5,2.6,0.16,,,
2050,St. Lucie,FL,12111,FALSE,FALSE,57292,57292,574.0200655,0.1538,0.512,0.199,3,3.9,0.1701,,,
2111,St. Lucie,FL,12111,FALSE,FALSE,57292,57292,574.0200655,0.1538,0.512,0.199,3,3.9,0.1701,,,
2116,St. Lucie,FL,12111,FALSE,FALSE,57292,57292,574.0200655,0.1538,0.512,0.199,3,3.9,0.1701,,,
1971,Santa Rosa,FL,12113,FALSE,FALSE,66139,66139,182.1985854,0.1787,0.49,0.059,2,3,0.2072,,,
2131,Santa Rosa,FL,12113,FALSE,FALSE,66139,66139,182.1985854,0.1787,0.49,0.059,2,3,0.2072,,,
136,Sarasota,FL,12115,FALSE,FALSE,66258,66258,780.2967611,0.1252,0.524,0.096,6,3.1,0.1259,,,
1983,Sarasota,FL,12115,FALSE,FALSE,66258,66258,780.2967611,0.1252,0.524,0.096,6,3.1,0.1259,,,
2062,Sarasota,FL,12115,FALSE,FALSE,66258,66258,780.2967611,0.1252,0.524,0.096,6,3.1,0.1259,,,
2115,Sarasota,FL,12115,FALSE,FALSE,66258,66258,780.2967611,0.1252,0.524,0.096,6,3.1,0.1259,,,
6319,Sarasota,FL,12115,FALSE,FALSE,66258,66258,780.2967611,0.1252,0.524,0.096,6,3.1,0.1259,,,
6326,Sarasota,FL,12115,FALSE,FALSE,66258,66258,780.2967611,0.1252,0.524,0.096,6,3.1,0.1259,,,
146,Seminole,FL,12117,FALSE,FALSE,69954,69954,1525.853677,0.1041,0.516,0.225,7,2.9,0.219,,,
1960,Seminole,FL,12117,FALSE,FALSE,69954,69954,1525.853677,0.1041,0.516,0.225,7,2.9,0.219,,,
2009,Seminole,FL,12117,FALSE,FALSE,69954,69954,1525.853677,0.1041,0.516,0.225,7,2.9,0.219,,,
2053,Seminole,FL,12117,FALSE,FALSE,69954,69954,1525.853677,0.1041,0.516,0.225,7,2.9,0.219,,,
2080,Seminole,FL,12117,FALSE,FALSE,69954,69954,1525.853677,0.1041,0.516,0.225,7,2.9,0.219,,,
2114,Seminole,FL,12117,FALSE,FALSE,69954,69954,1525.853677,0.1041,0.516,0.225,7,2.9,0.219,,,
6327,Seminole,FL,12117,FALSE,FALSE,69954,69954,1525.853677,0.1041,0.516,0.225,7,2.9,0.219,,,
1943,Sumter,FL,12119,FALSE,FALSE,63464,63464,242.1137507,0.2945,0.503,0.059,1,4.6,0.0896,,,
1963,Volusia,FL,12127,FALSE,FALSE,53554,53554,502.514005,0.1061,0.512,0.15,5,3.4,0.1716,,,
1981,Volusia,FL,12127,FALSE,FALSE,53554,53554,502.514005,0.1061,0.512,0.15,5,3.4,0.1716,,,
2087,Volusia,FL,12127,FALSE,FALSE,53554,53554,502.514005,0.1061,0.512,0.15,5,3.4,0.1716,,,
2096,Volusia,FL,12127,FALSE,FALSE,53554,53554,502.514005,0.1061,0.512,0.15,5,3.4,0.1716,,,
6306,Volusia,FL,12127,FALSE,FALSE,53554,53554,502.514005,0.1061,0.512,0.15,5,3.4,0.1716,,,
586,Walton,FL,12131,FALSE,FALSE,62600,62600,71.38513432,0.2569,0.495,0.065,1,2.8,0.1841,,,
2133,Bartow,GA,13015,FALSE,FALSE,60254,60254,234.4454503,0.0704,0.507,0.092,1,3.3,0.2014,,,
2189,Bibb,GA,13021,FALSE,FALSE,43066,43066,613.2197852,-0.0156,0.532,0.035,2,3.9,0.1983,,,
2193,Bibb,GA,13021,FALSE,FALSE,43066,43066,613.2197852,-0.0156,0.532,0.035,2,3.9,0.1983,,,
2164,Bulloch,GA,13031,FALSE,FALSE,48788,48788,118.3218417,0.118,0.51,0.042,1,3.7,0.1943,,,
161,Carroll,GA,13045,FALSE,FALSE,59193,59193,240.4283115,0.0789,0.513,0.072,1,3.4,0.1982,,,
2163,Chatham,GA,13051,FALSE,FALSE,57122,57122,678.7169031,0.084,0.52,0.067,6,3.3,0.2301,,,
2192,Chatham,GA,13051,FALSE,FALSE,57122,57122,678.7169031,0.084,0.52,0.067,6,3.3,0.2301,,,
2199,Chatham,GA,13051,FALSE,FALSE,57122,57122,678.7169031,0.084,0.52,0.067,6,3.3,0.2301,,,
2210,Chatham,GA,13051,FALSE,FALSE,57122,57122,678.7169031,0.084,0.52,0.067,6,3.3,0.2301,,,
2212,Chatham,GA,13051,FALSE,FALSE,57122,57122,678.7169031,0.084,0.52,0.067,6,3.3,0.2301,,,
2221,Chatham,GA,13051,FALSE,FALSE,57122,57122,678.7169031,0.084,0.52,0.067,6,3.3,0.2301,,,
577,Cherokee,GA,13057,FALSE,FALSE,88635,88635,613.6802364,0.1717,0.508,0.111,2,2.7,0.187,,,
2227,Cherokee,GA,13057,FALSE,FALSE,88635,88635,613.6802364,0.1717,0.508,0.111,2,2.7,0.187,,,
162,Clarke,GA,13059,FALSE,FALSE,41036,41036,1076.602349,0.0905,0.526,0.11,4,3.6,0.2265,,,
2158,Clarke,GA,13059,FALSE,FALSE,41036,41036,1076.602349,0.0905,0.526,0.11,4,3.6,0.2265,,,
2178,Clarke,GA,13059,FALSE,FALSE,41036,41036,1076.602349,0.0905,0.526,0.11,4,3.6,0.2265,,,
2215,Clarke,GA,13059,FALSE,FALSE,41036,41036,1076.602349,0.0905,0.526,0.11,4,3.6,0.2265,,,
578,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
2166,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
2167,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
2169,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
2184,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
2187,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
2196,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
2206,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
2226,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
6330,Cobb,GA,13067,FALSE,FALSE,79622,79622,2238.678365,0.0948,0.515,0.133,10,3,0.2195,,,
2174,Columbia,GA,13073,FALSE,FALSE,88285,88285,540.2254473,0.2084,0.512,0.071,1,3,0.2145,,,
156,Coweta,GA,13077,FALSE,FALSE,79232,79232,336.8375929,0.1427,0.513,0.073,1,2.9,0.1901,,,
2159,DeKalb,GA,13089,FALSE,FALSE,63606,63606,2837.623607,0.0888,0.528,0.085,7,3.4,0.244,,,
2171,DeKalb,GA,13089,FALSE,FALSE,63606,63606,2837.623607,0.0888,0.528,0.085,7,3.4,0.244,,,
2173,DeKalb,GA,13089,FALSE,FALSE,63606,63606,2837.623607,0.0888,0.528,0.085,7,3.4,0.244,,,
2200,DeKalb,GA,13089,FALSE,FALSE,63606,63606,2837.623607,0.0888,0.528,0.085,7,3.4,0.244,,,
2217,DeKalb,GA,13089,FALSE,FALSE,63606,63606,2837.623607,0.0888,0.528,0.085,7,3.4,0.244,,,
2219,DeKalb,GA,13089,FALSE,FALSE,63606,63606,2837.623607,0.0888,0.528,0.085,7,3.4,0.244,,,
2220,DeKalb,GA,13089,FALSE,FALSE,63606,63606,2837.623607,0.0888,0.528,0.085,7,3.4,0.244,,,
2132,Dooly,GA,13093,FALSE,FALSE,37109,37109,34.16339236,-0.1141,0.454,0.07,1,3.8,0.1895,,,
2190,Dougherty,GA,13095,FALSE,FALSE,36894,36894,267.5964209,-0.0751,0.54,0.031,2,4.7,0.1933,,,
2204,Dougherty,GA,13095,FALSE,FALSE,36894,36894,267.5964209,-0.0751,0.54,0.031,2,4.7,0.1933,,,
2161,Fannin,GA,13111,FALSE,FALSE,47980,47980,67.71772044,0.0957,0.515,0.026,3,3.3,0.133,,,
2181,Fannin,GA,13111,FALSE,FALSE,47980,47980,67.71772044,0.0957,0.515,0.026,3,3.3,0.133,,,
2183,Fannin,GA,13111,FALSE,FALSE,47980,47980,67.71772044,0.0957,0.515,0.026,3,3.3,0.133,,,
2137,Fayette,GA,13113,FALSE,FALSE,94563,94563,588.7610501,0.0686,0.516,0.075,2,3,0.1451,,,
2175,Fayette,GA,13113,FALSE,FALSE,94563,94563,588.7610501,0.0686,0.516,0.075,2,3,0.1451,,,
2207,Floyd,GA,13115,FALSE,FALSE,50520,50520,193.1670429,0.0221,0.516,0.116,1,3.8,0.1927,,,
2198,Forsyth,GA,13117,FALSE,FALSE,113332,113332,1090.308498,0.2814,0.504,0.097,1,2.7,0.1726,,,
159,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
160,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
163,Fulton,GA,13121,TRUE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,x,
1973,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2018,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2134,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2157,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2177,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2179,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2180,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2182,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2186,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2191,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2194,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2195,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
2197,Fulton,GA,13121,FALSE,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469,,,
